State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,severity,hour,month,day_enc,road_type_enc,weather_enc,road_cond_enc,lighting_enc,alcohol,num_vehicles,num_casualties,junction_enc,cause_enc,risk_score,latitude,longitude,highway,state_region
Madhya Pradesh,Unknown,2018,October,Tuesday,11:17,Serious,2,Bus,4,3,Clear,Village Road,Under Construction,Daylight,Signs,73,18,Female,Expired,No,Curve,2,11,10,1,3,0,2,2,0,2,4,0,0,5.15,24.26621,75.81268,NH27_East_West,Rajasthan / MP / UP
Jharkhand,Unknown,2021,November,Tuesday,23:18,Minor,2,Bus,3,0,Stormy,Village Road,Dry,Dusk,,95,36,Male,Expired,Yes,Intersection,1,23,11,1,3,4,1,3,1,2,3,0,0,2.12,23.0231,71.16602,NH27_East_West,Rajasthan / MP / UP
Assam,Unknown,2022,May,Saturday,12:31,Minor,2,Bus,4,4,Stormy,Urban Road,Damaged,Dark,,82,27,Female,,Yes,Bridge,1,12,5,5,2,4,0,0,1,2,4,0,0,6.06,27.62318,77.5356,NH44_Delhi_Agra,Uttar Pradesh
Punjab,Unknown,2018,August,Sunday,14:45,Serious,1,Cycle,3,1,Rainy,Village Road,Wet,Daylight,Signals,74,57,Male,Expired,No,Curve,2,14,8,6,3,3,3,2,0,1,3,0,0,3.03,21.87238,80.1777,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
Nagaland,Unknown,2018,July,Friday,9:17,Fatal,3,Auto-Rickshaw,7,3,Stormy,Urban Road,Damaged,Dawn,Signs,47,37,Male,Valid,No,Curve,3,9,7,4,2,4,0,1,0,3,7,0,0,6.67,25.31348,83.00205,NH19_Delhi_Kolkata,Uttar Pradesh / Bihar
Uttar Pradesh,Lucknow,2020,April,Saturday,1:29,Minor,4,Car,5,3,Clear,National Highway,Damaged,Daylight,,36,34,Female,Expired,No,Curve,1,1,4,5,0,0,0,2,0,4,5,0,0,4.85,13.89222,75.58591,NH48_Mumbai_Bangalore,Maharashtra / Karnataka
Gujarat,Ahmedabad,2022,August,Sunday,12:26,Serious,1,Two-Wheeler,3,3,Rainy,State Highway,Under Construction,Daylight,Signs,59,55,Female,Expired,Yes,Bridge,2,12,8,6,1,3,2,2,1,1,3,0,0,5.45,27.11214,78.00568,NH44_Delhi_Agra,Uttar Pradesh
Tripura,Unknown,2020,August,Monday,16:40,Serious,5,Cycle,10,5,Rainy,National Highway,Dry,Dusk,Police Checkpost,37,40,Female,Expired,No,Straight Road,2,16,8,0,0,3,1,3,0,5,10,0,0,8.79,24.89822,83.82881,NH19_Delhi_Kolkata,Uttar Pradesh / Bihar
Assam,Unknown,2020,February,Saturday,12:7,Minor,2,Car,1,2,Stormy,Village Road,Damaged,Dusk,,73,61,Female,,Yes,Curve,1,12,2,5,3,4,0,3,1,2,1,0,0,3.33,27.2422,77.99641,NH44_Delhi_Agra,Uttar Pradesh
Karnataka,Mysore,2020,December,Tuesday,12:46,Fatal,2,Car,9,0,Foggy,Urban Road,Dry,Dusk,,60,58,Male,Expired,Yes,Straight Road,3,12,12,1,2,1,1,3,1,2,9,0,0,5.15,17.35557,73.44034,NH48_Mumbai_Bangalore,Maharashtra / Karnataka
Telangana,Unknown,2023,September,Sunday,13:12,Minor,1,Car,6,3,Stormy,State Highway,Dry,Dawn,Signs,84,52,Male,Expired,No,Bridge,1,13,9,6,1,4,1,1,0,1,6,0,0,5.15,19.11957,72.92189,NH48_Mumbai_Bangalore,Maharashtra / Karnataka
Tripura,Unknown,2020,December,Sunday,10:51,Fatal,4,Auto-Rickshaw,4,4,Clear,State Highway,Dry,Daylight,Signs,100,62,Male,,No,Intersection,3,10,12,6,1,0,1,2,0,4,4,0,0,6.67,19.14057,72.93375,NH48_Mumbai_Bangalore,Maharashtra / Karnataka
Andhra Pradesh,Tirupati,2019,August,Saturday,6:11,Serious,4,Cycle,5,3,Rainy,State Highway,Wet,Dusk,,98,44,Male,,No,Intersection,2,6,8,5,1,3,3,3,0,4,5,0,0,5.45,26.14845,78.47256,NH44_Agra_Nagpur,Madhya Pradesh
Kerala,Unknown,2022,April,Monday,5:20,Minor,3,Two-Wheeler,10,3,Clear,Urban Road,Under Construction,Dusk,,86,30,Male,Expired,Yes,Curve,1,5,4,0,2,0,2,3,1,3,10,0,0,6.97,12.85996,79.90143,NH44_Bangalore_Chennai,Tamil Nadu
Jammu and Kashmir,Unknown,2019,March,Sunday,7:50,Serious,1,Car,0,0,Hazy,National Highway,Dry,Daylight,Police Checkpost,50,20,Male,Expired,Yes,Bridge,2,7,3,6,0,2,1,2,1,1,0,0,0,1.82,12.31446,78.06954,NH44_Bangalore_Chennai,Tamil Nadu
Goa,Unknown,2020,June,Sunday,15:50,Fatal,1,Auto-Rickshaw,8,5,Stormy,Village Road,Wet,Dark,Signals,49,51,Female,Valid,Yes,Curve,3,15,6,6,3,4,3,0,1,1,8,0,0,9.39,13.68685,79.45591,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Gujarat,Vadodara,2023,August,Wednesday,10:13,Serious,4,Pedestrian,5,4,Stormy,Village Road,Wet,Daylight,Signs,102,29,Male,Valid,No,Curve,2,10,8,2,3,4,3,2,0,4,5,0,0,6.36,19.46272,81.22329,NH30_Patna_Visakhapatnam,Chhattisgarh
Uttarakhand,Unknown,2021,May,Thursday,5:29,Fatal,2,Bus,2,2,Stormy,Village Road,Damaged,Daylight,Signals,86,27,Male,Valid,Yes,Straight Road,3,5,5,3,3,4,0,2,1,2,2,0,0,4.85,23.05567,71.22177,NH27_East_West,Rajasthan / MP / UP
Meghalaya,Unknown,2019,September,Friday,20:43,Fatal,5,Bus,2,4,Hazy,National Highway,Dry,Dusk,,103,64,Male,Expired,No,Straight Road,3,20,9,4,0,2,1,3,0,5,2,0,0,6.06,25.88728,75.0384,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Manipur,Unknown,2022,August,Saturday,11:22,Minor,4,Car,8,4,Foggy,Village Road,Under Construction,Dark,Signals,41,37,Male,Expired,Yes,Straight Road,1,11,8,5,3,1,2,0,1,4,8,0,0,7.27,26.11306,86.49112,NH27_East_West,Rajasthan / MP / UP
Chhattisgarh,Unknown,2020,October,Friday,18:43,Fatal,4,Auto-Rickshaw,3,5,Clear,State Highway,Damaged,Dusk,Signs,111,59,Male,Expired,No,Curve,3,18,10,4,1,0,0,3,0,4,3,0,0,7.27,13.85888,74.88081,NH66_West_Coast,Maharashtra / Kerala
Karnataka,Mysore,2022,December,Tuesday,22:37,Serious,4,Auto-Rickshaw,9,4,Stormy,Urban Road,Wet,Dusk,,92,20,Female,,No,Intersection,2,22,12,1,2,4,3,3,0,4,9,0,0,7.58,24.20881,84.59837,NH19_Delhi_Kolkata,Uttar Pradesh / Bihar
Manipur,Unknown,2021,June,Wednesday,3:40,Fatal,5,Pedestrian,4,5,Foggy,Urban Road,Under Construction,Dark,Signals,32,26,Male,Valid,Yes,Intersection,3,3,6,2,2,1,2,0,1,5,4,0,0,8.18,23.0852,72.6296,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Jharkhand,Unknown,2019,October,Wednesday,8:16,Minor,1,Auto-Rickshaw,10,5,Hazy,National Highway,Under Construction,Dusk,Signs,50,61,Female,,No,Curve,1,8,10,2,0,2,2,3,0,1,10,0,0,8.18,21.90075,72.12055,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Mizoram,Unknown,2021,May,Monday,3:50,Serious,3,Truck,9,5,Rainy,State Highway,Under Construction,Dusk,Signs,83,34,Female,Expired,Yes,Intersection,2,3,5,0,1,3,2,3,1,3,9,0,0,9.09,26.17684,81.47034,NH19_Delhi_Kolkata,Uttar Pradesh / Bihar
Chandigarh,Unknown,2018,October,Tuesday,18:24,Fatal,5,Two-Wheeler,5,0,Stormy,State Highway,Damaged,Dusk,,120,22,Male,Expired,No,Intersection,3,18,10,1,1,4,0,3,0,5,5,0,0,3.33,23.49133,73.27482,NH27_East_West,Rajasthan / MP / UP
Punjab,Unknown,2023,May,Friday,2:20,Minor,3,Truck,0,0,Clear,National Highway,Dry,Dusk,Signs,66,50,Male,,Yes,Intersection,1,2,5,4,0,0,1,3,1,3,0,0,0,1.21,22.98622,83.39406,NH30_Patna_Visakhapatnam,Chhattisgarh
Tripura,Unknown,2023,February,Wednesday,13:20,Serious,4,Auto-Rickshaw,0,1,Clear,Village Road,Dry,Dawn,Police Checkpost,69,24,Male,,No,Straight Road,2,13,2,2,3,0,1,1,0,4,0,0,0,2.12,23.48918,73.24043,NH27_East_West,Rajasthan / MP / UP
Telangana,Unknown,2020,June,Monday,3:19,Minor,5,Two-Wheeler,10,1,Stormy,Urban Road,Damaged,Dusk,,73,50,Male,,Yes,Curve,1,3,6,0,2,4,0,3,1,5,10,0,0,5.15,13.10932,80.31717,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Karnataka,Mangalore,2022,June,Sunday,17:25,Fatal,3,Bus,8,4,Rainy,National Highway,Wet,Daylight,,86,37,Male,,No,Curve,3,17,6,6,0,3,3,2,0,3,8,0,0,7.88,32.02877,77.14014,NH22_Shimla_Manali,Himachal Pradesh
Madhya Pradesh,Unknown,2023,July,Monday,21:40,Fatal,4,Cycle,3,1,Rainy,State Highway,Wet,Dusk,,81,45,Female,Expired,No,Intersection,3,21,7,0,1,3,3,3,0,4,3,0,0,3.64,28.36787,77.11852,NH44_Delhi_Agra,Uttar Pradesh
Chandigarh,Unknown,2020,May,Sunday,17:9,Minor,2,Bus,10,0,Rainy,National Highway,Under Construction,Dark,,61,47,Female,Valid,No,Bridge,1,17,5,6,0,3,2,0,0,2,10,0,0,3.64,24.30213,75.8584,NH27_East_West,Rajasthan / MP / UP
Tamil Nadu,Chennai,2019,May,Friday,22:3,Minor,3,Bus,10,4,Hazy,National Highway,Wet,Daylight,,35,31,Female,Valid,No,Intersection,1,22,5,4,0,2,3,2,0,3,10,0,0,7.27,19.03914,72.93408,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Delhi,Rohini,2019,April,Monday,16:44,Fatal,5,Bus,7,3,Stormy,State Highway,Under Construction,Daylight,,77,63,Male,Expired,No,Intersection,3,16,4,0,1,4,2,2,0,5,7,0,0,6.67,24.85868,89.81769,NH52_Barasat_Guwahati,West Bengal / Assam
Chhattisgarh,Unknown,2018,October,Wednesday,10:18,Fatal,1,Bus,1,2,Clear,Urban Road,Wet,Daylight,Police Checkpost,119,49,Female,Expired,No,Bridge,3,10,10,2,2,0,3,2,0,1,1,0,0,3.94,22.26271,82.95182,NH30_Patna_Visakhapatnam,Chhattisgarh
Puducherry,Unknown,2022,February,Wednesday,4:31,Serious,5,Cycle,10,5,Hazy,Urban Road,Under Construction,Dark,Police Checkpost,30,39,Male,Valid,No,Bridge,2,4,2,2,2,2,2,0,0,5,10,0,0,8.79,12.31052,78.10973,NH44_Bangalore_Chennai,Tamil Nadu
West Bengal,Kolkata,2018,June,Saturday,20:12,Serious,1,Bus,0,3,Rainy,State Highway,Under Construction,Dawn,Police Checkpost,88,53,Male,Expired,Yes,Intersection,2,20,6,5,1,3,2,1,1,1,0,0,0,4.55,24.82263,89.82245,NH52_Barasat_Guwahati,West Bengal / Assam
Tamil Nadu,Chennai,2023,November,Thursday,21:27,Serious,5,Two-Wheeler,10,1,Rainy,Urban Road,Under Construction,Dawn,Signals,80,32,Male,,Yes,Intersection,2,21,11,3,2,3,2,1,1,5,10,0,0,5.76,19.10135,72.84025,NH48_Mumbai_Bangalore,Maharashtra / Karnataka
Punjab,Unknown,2019,May,Tuesday,22:18,Minor,5,Pedestrian,4,4,Stormy,Village Road,Wet,Dawn,Signs,49,57,Female,Expired,Yes,Intersection,1,22,5,1,3,4,3,1,1,5,4,0,0,6.06,20.0646,73.45997,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Karnataka,Bangalore,2020,May,Thursday,6:49,Serious,2,Cycle,8,2,Rainy,Urban Road,Wet,Daylight,Signs,96,43,Male,Valid,Yes,Intersection,2,6,5,3,2,3,3,2,1,2,8,0,0,6.06,23.5857,85.29978,NH19_Delhi_Kolkata,Uttar Pradesh / Bihar
Nagaland,Unknown,2020,November,Sunday,20:49,Serious,3,Cycle,0,4,Foggy,National Highway,Dry,Daylight,Police Checkpost,79,54,Female,Expired,Yes,Intersection,2,20,11,6,0,1,1,2,1,3,0,0,0,5.45,27.61608,77.62145,NH44_Delhi_Agra,Uttar Pradesh
Maharashtra,Nagpur,2019,July,Monday,20:4,Fatal,3,Pedestrian,2,2,Clear,National Highway,Wet,Dark,Signals,35,55,Male,Valid,Yes,Bridge,3,20,7,0,0,0,3,0,1,3,2,0,0,4.85,17.46354,75.5217,NH9_Pune_Hyderabad,Maharashtra / Telangana
Meghalaya,Unknown,2022,October,Thursday,4:47,Fatal,5,Bus,10,2,Clear,Urban Road,Damaged,Dawn,Police Checkpost,95,18,Female,,Yes,Curve,3,4,10,3,2,0,0,1,1,5,10,0,0,7.27,26.80535,80.90523,NH27_East_West,Rajasthan / MP / UP
Karnataka,Mangalore,2023,June,Sunday,23:33,Serious,3,Two-Wheeler,5,3,Rainy,National Highway,Wet,Dark,Signals,31,42,Female,Valid,No,Straight Road,2,23,6,6,0,3,3,0,0,3,5,0,0,5.45,21.1568,79.14516,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
Haryana,Unknown,2023,August,Sunday,6:1,Minor,1,Cycle,9,0,Foggy,Urban Road,Dry,Dusk,Signs,70,50,Female,,No,Curve,1,6,8,6,2,1,1,3,0,1,9,0,0,3.33,27.88722,77.3941,NH44_Delhi_Agra,Uttar Pradesh
Tamil Nadu,Madurai,2018,January,Friday,22:19,Minor,1,Truck,9,1,Hazy,State Highway,Damaged,Daylight,Signals,55,67,Male,,No,Straight Road,1,22,1,4,1,2,0,2,0,1,9,0,0,4.24,25.18776,74.56356,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Sikkim,Unknown,2022,September,Thursday,22:7,Serious,2,Car,0,5,Foggy,State Highway,Wet,Dark,,107,45,Female,Valid,No,Bridge,2,22,9,3,1,1,3,0,0,2,0,0,0,5.76,19.62123,73.21445,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Bihar,Unknown,2021,June,Tuesday,6:44,Fatal,5,Car,10,4,Stormy,State Highway,Under Construction,Dark,,44,34,Male,Valid,No,Curve,3,6,6,1,1,4,2,0,0,5,10,0,0,8.48,19.90374,78.77005,NH44_Nagpur_Hyderabad,Telangana
Odisha,Unknown,2019,September,Friday,8:19,Serious,2,Two-Wheeler,4,4,Stormy,Village Road,Damaged,Dark,Signals,68,43,Male,Expired,Yes,Curve,2,8,9,4,3,4,0,0,1,2,4,0,0,6.67,12.13739,78.42393,NH44_Bangalore_Chennai,Tamil Nadu
Telangana,Unknown,2019,July,Friday,20:20,Serious,1,Car,1,5,Hazy,Urban Road,Wet,Dawn,Signs,53,18,Female,Valid,No,Intersection,2,20,7,4,2,2,3,1,0,1,1,0,0,6.06,25.46616,78.62997,NH44_Agra_Nagpur,Madhya Pradesh
Andhra Pradesh,Visakhapatnam,2021,December,Thursday,7:47,Minor,4,Bus,5,4,Clear,State Highway,Under Construction,Dawn,Police Checkpost,119,29,Male,,No,Curve,1,7,12,3,1,0,2,1,0,4,5,0,0,5.76,10.18168,76.81758,NH66_West_Coast,Maharashtra / Kerala
Chhattisgarh,Unknown,2019,May,Friday,0:21,Minor,4,Auto-Rickshaw,0,2,Foggy,Village Road,Dry,Dusk,Police Checkpost,56,61,Female,Valid,No,Intersection,1,0,5,4,3,1,1,3,0,4,0,0,0,2.42,31.81233,77.38969,NH22_Shimla_Manali,Himachal Pradesh
Madhya Pradesh,Unknown,2019,November,Thursday,10:31,Serious,1,Car,1,0,Stormy,State Highway,Dry,Daylight,Police Checkpost,117,21,Male,Valid,No,Curve,2,10,11,3,1,4,1,2,0,1,1,0,0,1.52,28.61125,77.27694,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Assam,Unknown,2021,August,Sunday,23:25,Fatal,2,Pedestrian,5,5,Rainy,State Highway,Under Construction,Daylight,,52,51,Female,Expired,No,Curve,3,23,8,6,1,3,2,2,0,2,5,0,0,7.88,20.17037,73.45162,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Nagaland,Unknown,2018,March,Monday,8:16,Minor,1,Pedestrian,0,1,Foggy,National Highway,Under Construction,Dark,,53,48,Female,,Yes,Curve,1,8,3,0,0,1,2,0,1,1,0,0,0,2.12,28.54591,77.14955,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Karnataka,Bangalore,2020,May,Monday,2:21,Fatal,1,Two-Wheeler,6,1,Rainy,Village Road,Wet,Daylight,Police Checkpost,54,29,Male,Expired,Yes,Straight Road,3,2,5,0,3,3,3,2,1,1,6,0,0,5.15,19.36596,84.85853,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Chandigarh,Unknown,2021,September,Thursday,23:48,Minor,3,Truck,0,3,Clear,Urban Road,Wet,Daylight,,119,51,Male,Expired,Yes,Bridge,1,23,9,3,2,0,3,2,1,3,0,0,0,3.94,23.48766,73.26999,NH27_East_West,Rajasthan / MP / UP
Arunachal Pradesh,Unknown,2018,June,Sunday,4:11,Fatal,4,Cycle,4,1,Hazy,National Highway,Under Construction,Daylight,Police Checkpost,101,35,Male,Valid,Yes,Curve,3,4,6,6,0,2,2,2,1,4,4,0,0,4.55,21.83471,72.0882,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Puducherry,Unknown,2018,July,Friday,12:56,Minor,3,Truck,0,0,Clear,National Highway,Under Construction,Dark,Police Checkpost,86,62,Female,Expired,No,Curve,1,12,7,4,0,0,2,0,0,3,0,0,0,0.61,15.83801,77.14704,NH44_Hyderabad_Bangalore,Karnataka
Gujarat,Ahmedabad,2021,June,Saturday,6:52,Fatal,5,Car,5,1,Stormy,National Highway,Under Construction,Dark,Signals,56,70,Female,,No,Bridge,3,6,6,5,0,4,2,0,0,5,5,0,0,4.24,12.94361,77.52311,NH48_Mumbai_Bangalore,Maharashtra / Karnataka
Tamil Nadu,Chennai,2022,April,Saturday,14:54,Serious,1,Truck,3,2,Hazy,Urban Road,Under Construction,Dawn,Signs,69,41,Male,Expired,Yes,Curve,2,14,4,5,2,2,2,1,1,1,3,0,0,4.55,25.82712,82.23682,NH19_Delhi_Kolkata,Uttar Pradesh / Bihar
Assam,Unknown,2022,November,Saturday,7:50,Minor,5,Two-Wheeler,8,2,Foggy,National Highway,Damaged,Daylight,,54,43,Female,,Yes,Intersection,1,7,11,5,0,1,0,2,1,5,8,0,0,5.45,32.15252,77.05438,NH22_Shimla_Manali,Himachal Pradesh
Jharkhand,Unknown,2018,March,Saturday,2:29,Serious,3,Bus,9,0,Clear,State Highway,Damaged,Dark,Signals,38,59,Female,,No,Straight Road,2,2,3,5,1,0,0,0,0,3,9,0,0,3.94,25.54276,85.07103,NH30_Patna_Visakhapatnam,Chhattisgarh
Meghalaya,Unknown,2020,February,Sunday,14:16,Serious,1,Cycle,6,5,Hazy,State Highway,Under Construction,Dark,,54,51,Male,,No,Bridge,2,14,2,6,1,2,2,0,0,1,6,0,0,7.58,10.81757,76.19381,NH66_West_Coast,Maharashtra / Kerala
Bihar,Unknown,2019,March,Tuesday,20:20,Minor,5,Car,9,1,Stormy,National Highway,Dry,Daylight,Signals,67,58,Male,Expired,Yes,Straight Road,1,20,3,1,0,4,1,2,1,5,9,0,0,4.85,26.19208,78.46859,NH44_Agra_Nagpur,Madhya Pradesh
Manipur,Unknown,2020,April,Monday,21:52,Fatal,1,Car,3,3,Clear,State Highway,Under Construction,Daylight,Police Checkpost,69,40,Male,,No,Intersection,3,21,4,0,1,0,2,2,0,1,3,0,0,5.45,19.29058,72.96576,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Uttarakhand,Unknown,2019,July,Wednesday,19:50,Serious,4,Bus,4,5,Hazy,State Highway,Dry,Daylight,Police Checkpost,69,44,Female,Expired,No,Curve,2,19,7,2,1,2,1,2,0,4,4,0,0,6.97,25.84647,79.42771,NH27_East_West,Rajasthan / MP / UP
Delhi,New Delhi,2018,January,Saturday,20:38,Serious,3,Pedestrian,9,0,Clear,National Highway,Damaged,Dusk,,90,48,Male,Valid,Yes,Intersection,2,20,1,5,0,0,0,3,1,3,9,0,0,4.55,21.70493,69.55959,NH27_East_West,Rajasthan / MP / UP
Bihar,Unknown,2019,March,Saturday,6:4,Fatal,1,Two-Wheeler,5,1,Stormy,Urban Road,Under Construction,Daylight,Signs,35,62,Female,Valid,No,Intersection,3,6,3,5,2,4,2,2,0,1,5,0,0,4.24,18.27165,74.17327,NH9_Pune_Hyderabad,Maharashtra / Telangana
Tripura,Unknown,2019,September,Friday,7:15,Minor,1,Car,10,1,Rainy,National Highway,Under Construction,Dawn,Signs,118,44,Female,Expired,No,Curve,1,7,9,4,0,3,2,1,0,1,10,0,0,4.55,27.41097,77.71003,NH44_Delhi_Agra,Uttar Pradesh
Haryana,Unknown,2023,September,Wednesday,2:36,Serious,2,Truck,9,0,Rainy,Urban Road,Dry,Dawn,,75,61,Male,,No,Bridge,2,2,9,2,2,3,1,1,0,2,9,0,0,3.94,13.17462,77.40404,NH48_Mumbai_Bangalore,Maharashtra / Karnataka
Telangana,Unknown,2019,October,Thursday,20:47,Minor,2,Pedestrian,1,2,Hazy,Urban Road,Under Construction,Dawn,,116,62,Male,Expired,Yes,Curve,1,20,10,3,2,2,2,1,1,2,1,0,0,3.33,23.48367,79.30021,NH44_Agra_Nagpur,Madhya Pradesh
Rajasthan,Udaipur,2018,August,Saturday,14:14,Serious,3,Auto-Rickshaw,3,0,Stormy,Village Road,Dry,Dusk,Signals,120,51,Female,Valid,Yes,Bridge,2,14,8,5,3,4,1,3,1,3,3,0,0,2.73,15.93155,80.23035,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Puducherry,Unknown,2019,December,Wednesday,15:21,Minor,1,Bus,3,1,Hazy,National Highway,Dry,Dark,Signals,73,53,Male,Valid,No,Curve,1,15,12,2,0,2,1,0,0,1,3,0,0,2.42,21.47027,87.19534,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Puducherry,Unknown,2023,July,Sunday,12:12,Fatal,5,Cycle,2,0,Hazy,State Highway,Wet,Dusk,Signs,40,35,Female,,No,Bridge,3,12,7,6,1,2,3,3,0,5,2,0,0,2.42,28.845,77.41078,NH58_Delhi_Badrinath,Uttarakhand
Madhya Pradesh,Unknown,2019,August,Saturday,12:46,Minor,5,Two-Wheeler,1,3,Hazy,Village Road,Dry,Dusk,Signals,31,43,Male,Valid,No,Bridge,1,12,8,5,3,2,1,3,0,5,1,0,0,3.64,28.51882,77.18784,NH44_Delhi_Agra,Uttar Pradesh
Uttar Pradesh,Lucknow,2023,November,Friday,15:18,Minor,1,Car,4,4,Stormy,Village Road,Wet,Dark,Signals,45,40,Male,Valid,No,Bridge,1,15,11,4,3,4,3,0,0,1,4,0,0,5.45,18.52148,73.88066,NH9_Pune_Hyderabad,Maharashtra / Telangana
Assam,Unknown,2019,May,Sunday,20:55,Serious,3,Truck,7,0,Clear,National Highway,Under Construction,Dark,Signals,100,31,Female,Expired,No,Bridge,2,20,5,6,0,0,2,0,0,3,7,0,0,3.33,28.51136,77.23429,NH44_Delhi_Agra,Uttar Pradesh
Chandigarh,Unknown,2019,August,Thursday,17:40,Serious,3,Truck,2,0,Clear,Urban Road,Dry,Dusk,Police Checkpost,64,36,Male,Valid,Yes,Curve,2,17,8,3,2,0,1,3,1,3,2,0,0,2.42,26.82392,84.17255,NH27_East_West,Rajasthan / MP / UP
Himachal Pradesh,Unknown,2023,December,Friday,5:36,Minor,3,Auto-Rickshaw,3,1,Clear,Village Road,Under Construction,Dark,Signals,78,63,Male,Valid,Yes,Curve,1,5,12,4,3,0,2,0,1,3,3,0,0,3.03,16.95383,78.35862,NH44_Hyderabad_Bangalore,Karnataka
Sikkim,Unknown,2021,September,Saturday,4:57,Serious,5,Pedestrian,0,0,Clear,Village Road,Under Construction,Dark,Signs,91,67,Male,,No,Bridge,2,4,9,5,3,0,2,0,0,5,0,0,0,1.21,17.38283,78.50356,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
Odisha,Unknown,2020,December,Monday,2:24,Fatal,5,Truck,9,0,Clear,Village Road,Dry,Daylight,Signs,66,61,Female,,Yes,Straight Road,3,2,12,0,3,0,1,2,1,5,9,0,0,5.15,28.26865,76.94714,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Tamil Nadu,Coimbatore,2023,January,Sunday,4:46,Fatal,2,Cycle,9,5,Foggy,State Highway,Under Construction,Dark,,34,51,Female,,No,Curve,3,4,1,6,1,1,2,0,0,2,9,0,0,9.09,17.6802,78.61522,NH44_Nagpur_Hyderabad,Telangana
Karnataka,Mangalore,2020,August,Monday,19:24,Fatal,5,Cycle,1,1,Rainy,Urban Road,Damaged,Daylight,Signs,73,64,Female,,No,Intersection,3,19,8,0,2,3,0,2,0,5,1,0,0,3.03,11.28541,75.85558,NH66_West_Coast,Maharashtra / Kerala
Delhi,New Delhi,2018,October,Sunday,17:59,Minor,5,Bus,6,4,Foggy,National Highway,Dry,Dusk,Signs,67,67,Male,Valid,No,Bridge,1,17,10,6,0,1,1,3,0,5,6,0,0,6.06,26.87652,75.79796,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Madhya Pradesh,Unknown,2023,September,Saturday,23:11,Minor,4,Bus,9,0,Rainy,Village Road,Under Construction,Dark,,108,47,Male,Expired,Yes,Curve,1,23,9,5,3,3,2,0,1,4,9,0,0,3.94,30.20985,79.06977,NH58_Delhi_Badrinath,Uttarakhand
Puducherry,Unknown,2020,October,Tuesday,20:35,Minor,5,Pedestrian,8,1,Foggy,National Highway,Damaged,Dark,Signs,65,67,Female,Expired,No,Bridge,1,20,10,1,0,1,0,0,0,5,8,0,0,3.94,17.45236,75.43571,NH9_Pune_Hyderabad,Maharashtra / Telangana
Kerala,Unknown,2020,July,Saturday,13:27,Fatal,4,Cycle,9,3,Rainy,National Highway,Dry,Daylight,,78,62,Male,,Yes,Curve,3,13,7,5,0,3,1,2,1,4,9,0,0,7.88,18.46317,73.85919,NH48_Mumbai_Bangalore,Maharashtra / Karnataka
Assam,Unknown,2020,December,Saturday,3:48,Fatal,2,Pedestrian,0,2,Stormy,National Highway,Damaged,Daylight,Signs,49,60,Female,Valid,No,Intersection,3,3,12,5,0,4,0,2,0,2,0,0,0,3.64,22.77402,88.52603,NH52_Barasat_Guwahati,West Bengal / Assam
Delhi,Rohini,2022,September,Thursday,9:15,Minor,2,Two-Wheeler,0,0,Rainy,State Highway,Damaged,Dusk,Signs,87,49,Male,,Yes,Straight Road,1,9,9,3,1,3,0,3,1,2,0,0,0,1.21,12.14343,78.46591,NH44_Bangalore_Chennai,Tamil Nadu
Haryana,Unknown,2020,March,Monday,20:24,Fatal,2,Bus,3,4,Clear,Urban Road,Under Construction,Dusk,Signals,91,35,Female,Expired,Yes,Curve,3,20,3,0,2,0,2,3,1,2,3,0,0,6.97,22.32125,72.29472,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Punjab,Unknown,2023,July,Saturday,10:14,Minor,5,Pedestrian,5,4,Clear,Urban Road,Wet,Dark,Signals,111,58,Male,,No,Intersection,1,10,7,5,2,0,3,0,0,5,5,0,0,5.76,33.0734,75.53143,NH44_North,Jammu & Kashmir
